2018-09-26T14:13:21+00:00,9110daee67,22152
2018-09-25T23:59:17+00:00,e54c21273d,22134
2018-09-24T23:57:09+00:00,1839209f76,22109
2018-09-23T23:22:14+00:00,46b8c87ede,22070
2018-09-22T23:59:15+00:00,71eba5a03f,22048
2018-09-21T23:46:01+00:00,5d912a4465,22021
2018-09-20T22:02:31-04:00,0b8fd79a60,22002
2018-09-19T23:44:11+00:00,964fe6abea,21989
2018-09-18T23:55:10+00:00,2d8c396296,21968
2018-09-17T23:54:04+00:00,95788990ec,21937
2018-09-16T23:56:12+00:00,454d822fb4,21916
2018-09-15T23:32:54+00:00,7a5ebdc443,21903
2018-09-14T22:51:55+00:00,6cb2387b2c,21888
2018-09-13T23:35:15+00:00,a36953d96f,21854
2018-09-12T23:53:05+00:00,4df069c041,21824
2018-09-11T22:42:29+00:00,4fe4ac881b,21806
2018-09-10T23:14:21+00:00,922509c58b,21789
2018-09-09T23:58:44+00:00,55c95978aa,21768
2018-09-08T23:23:20+00:00,8a9dd50fea,21749
2018-09-07T23:07:40+00:00,71b299ccf9,21724
2018-09-06T23:42:38+00:00,5e9146cdd5,21701
2018-09-05T23:56:49+00:00,667f08e2ba,21685
2018-09-04T23:56:57+00:00,fd4be1c949,21668
2018-09-03T23:58:24+00:00,70dee82b3b,21647
2018-09-02T23:21:59+00:00,91e690e403,21620
2018-09-01T23:50:34+00:00,31b7af7486,21602
2018-08-31T23:52:44+00:00,f7ab88ab24,21569
2018-08-30T23:46:13+00:00,af1ea139d2,21547
2018-08-29T23:45:37+00:00,f93d82d313,21441
2018-08-28T23:43:04+00:00,49cd3ded95,21417
2018-08-27T23:54:28+00:00,54e88396a5,21387
2018-08-26T23:20:57+00:00,2b6e1e208e,21371
2018-08-25T23:59:05+00:00,77894b1916,21350
2018-08-24T23:29:23+00:00,85c80dacbb,21221
2018-08-23T23:45:52+00:00,03f00bd910,21192
2018-08-22T23:49:40+00:00,e16f4f5255,21179
2018-08-21T23:06:51+00:00,12507993a8,21156
2018-08-20T23:35:49+00:00,02e4b75e27,21129
2018-08-19T23:24:58+00:00,980c95aa38,21106
2018-08-18T23:55:33+00:00,669590f4b5,21084
2018-08-17T23:37:08+00:00,d2de5a5246,21060
2018-08-16T23:59:49+00:00,b32e30afb6,21041
2018-08-15T23:52:51+00:00,ae2e9f05c7,21011
2018-08-14T23:42:29+00:00,350d71c12e,20981
2018-08-13T23:57:28+00:00,2d304bcb2f,20968
2018-08-12T23:45:59+00:00,1a606d62f8,20946
2018-08-11T23:14:20+00:00,180824b082,20923
2018-08-10T23:59:17+00:00,4436219fa9,20896
2018-08-09T23:45:13+00:00,eb52eb7354,20877
2018-08-08T23:58:49+00:00,882898cfae,20856
2018-08-07T23:38:32+00:00,37c82d9a9e,20823
2018-08-06T23:49:22+00:00,34c9c7f677,20732
2018-08-05T23:53:28+00:00,35435c858d,20710
2018-08-04T23:47:53+00:00,eb1004217c,20687
2018-08-03T23:59:30+00:00,46df800670,20671
2018-08-02T23:56:57+00:00,eb2ea0f14c,20639
2018-08-01T23:59:00+00:00,dd1570622f,20617
2018-07-31T23:57:08+00:00,6705c2e190,20592
2018-07-30T23:34:29+00:00,4bcc07a9cb,20566
2018-07-29T23:57:43+00:00,77d7820e74,20535
2018-07-28T23:49:06+00:00,b6af39d8f1,20511
2018-07-27T22:39:35+00:00,f4999f3f37,20496
2018-07-26T23:40:48+00:00,39ff120cf7,20480
2018-07-25T23:29:45+00:00,4d90a9e423,20468
2018-07-24T23:58:10+00:00,84bc1a0c2f,20444
2018-07-23T23:55:08+00:00,11158febf8,20429
2018-07-22T23:28:24+00:00,dfef7a0078,20419
2018-07-21T23:56:38+00:00,3425815f5a,20396
2018-07-20T23:27:13+00:00,5a51449ebd,20381
2018-07-19T23:53:25+00:00,8293b1efcf,20370
2018-07-18T23:34:05+00:00,2dce08529a,20349
2018-07-17T23:23:17+00:00,d7600d7cec,20334
2018-07-16T23:15:57+00:00,58d8be14ac,20307
2018-07-15T23:43:55+00:00,ea3cdcf6b3,20287
2018-07-14T23:47:19+00:00,8bf20a85cf,20272
2018-07-13T23:47:40+00:00,0d69dcc9d2,20263
2018-07-12T23:09:28+00:00,bd4a842bad,20228
2018-07-11T23:30:13+00:00,84aa0543f6,20216
2018-07-10T23:43:02+00:00,f85442a3ff,20195
2018-07-09T23:23:52+00:00,b4625535bb,20177
2018-07-08T23:26:35+00:00,7f81687405,20157
2018-07-07T23:27:25+00:00,6a6117c036,20135
2018-07-06T23:57:52+00:00,3f4a4d492e,20126
2018-07-05T23:25:30+00:00,80ca4873a6,20106
2018-07-04T23:11:58+00:00,8a0d05ea4c,20085
2018-07-03T23:48:52+00:00,3b9638d6c5,20066
2018-07-02T23:36:26+00:00,eced1a54a7,20056
2018-07-01T23:42:09+00:00,96772dcdae,20040
2018-06-30T23:53:01+00:00,c5fd63ec4c,20028
2018-06-29T23:34:38+00:00,a75e4e9e92,20011
2018-06-28T23:39:55+00:00,e033f969a2,19995
2018-06-27T23:48:24+00:00,dc56f654f7,19974
2018-06-26T23:46:06+00:00,08609661c7,19956
2018-06-25T23:43:41+00:00,6842dd9328,19937
2018-06-24T23:42:40+00:00,998fd452c4,19919
2018-06-23T23:31:02+00:00,d589ae276e,19902
2018-06-22T23:49:05+00:00,01f5e4d9f1,19895
2018-06-21T23:40:12+00:00,d01701663d,19880
2018-06-20T23:57:56+00:00,d73996ee01,19862
2018-06-19T23:50:11+00:00,b2dd635aec,19834
2018-06-18T23:47:51+00:00,7c8d593d92,19820
2018-06-17T23:36:33+00:00,a2e91dd4b4,19798
2018-06-16T23:40:46+00:00,c45046829b,19778
2018-06-15T23:50:10+00:00,afe47d2fa6,19764
2018-06-14T23:40:44+00:00,7a8931bc0b,19751
2018-06-13T23:24:58+00:00,87c2f59904,19734
2018-06-12T23:57:55+00:00,4d5166c7c6,19719
2018-06-11T23:30:21+00:00,484b371303,19692
2018-06-10T23:24:04+00:00,2cd5941de3,19678
2018-06-09T23:55:42+00:00,e5afc265cc,19657
2018-06-08T23:27:28+00:00,3eaafd338d,19628
2018-06-07T23:57:55+00:00,994155034b,19620
2018-06-06T23:51:57+00:00,522e226769,19609
2018-06-05T23:52:27+00:00,27e3e4d3dc,19594
2018-06-04T22:44:37+00:00,aa3649d922,19579
2018-06-03T23:36:50+00:00,2c5207cd74,19567
2018-06-02T23:54:05+00:00,b63d8c0fa3,19551
2018-06-01T23:51:52+00:00,2230e8ba73,19542
2018-05-31T23:34:41+00:00,dc9f8fd636,19521
2018-05-30T23:31:55+00:00,d8c26bde0a,19503
2018-05-29T23:48:15+00:00,200e07207e,19487
2018-05-28T23:57:17+00:00,0ac12d8006,19466
2018-05-27T23:49:13+00:00,2081855cfa,19447
2018-05-26T23:20:46+00:00,bafcc4028f,19425
2018-05-25T23:58:30+00:00,099a72a946,19406
2018-05-24T23:09:40+00:00,9e8b99dc49,19392
2018-05-23T23:29:45+00:00,17fe21fcf9,19375
2018-05-22T23:53:51+00:00,1a1ff66cfb,19362
2018-05-21T23:52:19+00:00,2b11a92461,19345
2018-05-20T23:17:21+00:00,0d781a8264,19334
2018-05-19T23:24:41+00:00,4e67f3e93d,19320
2018-05-18T23:33:50+00:00,c3f086c45c,19288
2018-05-17T23:56:02+00:00,70a872ea6e,19277
2018-05-16T23:56:47+00:00,ee770d05d2,19264
2018-05-15T23:26:00+00:00,6f64303c60,19248
2018-05-14T22:37:19+00:00,8efdf44944,19225
2018-05-13T23:29:44+00:00,1a81e63ea8,19191
2018-05-12T23:38:17+00:00,2211505112,19173
2018-05-11T23:46:38+00:00,cf79a913c0,19160
2018-05-10T23:51:25+00:00,e486dac41d,19141
2018-05-09T23:32:31+00:00,cf8dca180c,19127
2018-05-08T23:44:37+00:00,62acac8621,19108
2018-05-07T23:32:03+00:00,befc776e54,19091
2018-05-06T23:47:25+00:00,6180b35c6a,19069
2018-05-05T23:50:42+00:00,4dbb4a486e,19054
2018-05-04T23:58:37+00:00,516a9151a6,19042
2018-05-03T23:58:19+00:00,2d99f48010,19010
2018-05-02T23:06:33+00:00,02ad8e7229,18975
2018-05-01T23:54:51+00:00,3b988fffb7,18951
2018-04-30T23:36:30+00:00,5eab8995a2,18935
2018-04-29T23:59:43+00:00,3ed88c28db,18902
2018-04-28T23:58:49+00:00,bcd8b24d19,18886
2018-04-27T23:28:16+00:00,bf5081d9e5,18866
2018-04-26T23:36:58+00:00,a85fd12462,18858
2018-04-25T23:58:00+00:00,affec57185,18834
2018-04-24T22:56:30+00:00,2f17f9fbdb,18812
2018-04-23T22:20:59+00:00,856b2574d0,18801
2018-04-22T23:42:42+00:00,5b8191c084,18776
2018-04-21T23:49:38+00:00,dceb244880,18764
2018-04-20T23:36:35+00:00,9817f307f1,18749
2018-04-19T23:51:59+00:00,32234a21a1,18723
2018-04-18T23:48:09+00:00,8158416ab4,18699
2018-04-17T23:44:39+00:00,4bdff43dbb,18684
2018-04-16T23:39:51+00:00,def149da62,18659
2018-04-15T23:59:08+00:00,7aec6da2bc,18638
2018-04-14T23:56:05+00:00,4ca0f8f579,18613
2018-04-13T23:57:51+00:00,c570c50008,18598
2018-04-12T23:48:24+00:00,f7b4a59557,18584
2018-04-11T23:55:50+00:00,ac66ae7e25,18571
2018-04-10T23:38:47+00:00,8929226707,18553
2018-04-09T23:59:06+00:00,88fd65f3fe,18525
2018-04-08T23:22:42+00:00,6bb2a71a38,18497
2018-04-07T23:02:44+00:00,e9016a483b,18479
2018-04-06T23:51:41+00:00,c86b0ce22e,18469
2018-04-05T23:40:06+00:00,948b8a471a,18446
2018-04-04T23:10:43+00:00,f2e0e459c2,18426
2018-04-03T23:44:04+00:00,649f8d1df1,18408
2018-04-02T23:58:37+00:00,4bff8a3d82,18396
2018-04-01T23:49:16+00:00,86dea6b5d9,18373
2018-03-31T23:44:55+00:00,1b1cb05644,18355
2018-03-30T23:56:19+00:00,991ffdb5d6,18339
2018-03-29T23:40:17+00:00,a02ced1e16,18311
2018-03-28T23:49:52+00:00,9e47212b1f,18279
2018-03-27T23:52:16+00:00,e75eb0bdad,18249
2018-03-26T23:55:23+00:00,d051479965,18207
2018-03-25T23:42:52+00:00,f9f0c97bef,18193
2018-03-24T23:52:04+00:00,836f855aa2,18170
2018-03-23T23:07:07+00:00,16cd742c46,18158
2018-03-22T23:42:21+00:00,208211fb48,18138
2018-03-21T23:58:12+00:00,bf657dfbda,18113
2018-03-20T23:37:10+00:00,e2af501cfc,18094
2018-03-19T23:10:52+00:00,d98acfaa91,18076
2018-03-18T23:37:25+00:00,3cee3cbcb4,18056
2018-03-17T23:30:06+00:00,4f79368c52,18031
2018-03-16T23:34:35+00:00,4ce90a3f11,18004
2018-03-15T23:40:27+00:00,75f6f9dcbf,17989
2018-03-14T23:29:46+00:00,55c7a66ba1,17973
2018-03-13T23:56:07+00:00,fa6c1a9849,17911
2018-03-12T23:35:59+00:00,f6e447bf38,17891
2018-03-11T23:59:06+00:00,e483a62a84,17866
2018-03-10T23:59:33+00:00,d09ea9d95f,17838
2018-03-09T23:53:36+00:00,5a7dd2f9ea,17806
2018-03-08T23:59:50+00:00,311a6eae02,17794
2018-03-07T23:57:31+00:00,952d6a0d00,17782
2018-03-06T23:56:01+00:00,3aa6e4d174,17759
2018-03-05T23:18:07+00:00,fa64ef5814,17731
2018-03-04T23:56:18+00:00,18cb411d42,17715
2018-03-03T23:32:57+00:00,f2ab4811a5,17703
2018-03-02T23:57:24+00:00,8177a4e89f,17687
2018-03-01T23:33:42+00:00,56047d3b94,17672
2018-02-28T23:51:22+00:00,54ac16064d,17654
2018-02-27T23:55:51+00:00,dd03d97ea1,17641
2018-02-26T23:58:43+00:00,4ad01e8ec5,17613
2018-02-25T23:53:55+00:00,c206a3147a,17592
2018-02-24T23:23:16+00:00,4d8db4f593,17569
2018-02-23T23:47:55+00:00,6d05be3603,17537
2018-02-22T23:49:16+00:00,515cb5c2f4,17515
2018-02-21T23:59:39+00:00,8b5bfc5a32,17496
2018-02-20T23:54:43+00:00,c2babefd72,17474
2018-02-19T23:58:07+00:00,bbc4b705b9,17455
2018-02-18T23:51:23+00:00,8d1a2ca1de,17421
2018-02-17T23:57:50+00:00,da9810787f,17407
2018-02-16T23:37:04+00:00,081fa6c6c2,17390
2018-02-15T23:50:31+00:00,cbb96689dd,17371
2018-02-14T23:26:30+00:00,09ebb556ea,17357
2018-02-13T23:15:20+00:00,c22f49b8cc,17339
2018-02-12T23:46:33+00:00,53457bb7ac,17318
2018-02-11T23:49:46+00:00,be632ffc96,17283
2018-02-10T22:39:05+00:00,825e67a583,17266
2018-02-09T23:51:38+00:00,ad6c0ceb04,17241
2018-02-08T23:57:15+00:00,44f60a7fc7,17223
2018-02-07T22:49:21+00:00,0b8d635ed5,17198
2018-02-06T23:50:36+00:00,09b4ad9980,17172
2018-02-05T23:57:13+00:00,041532782b,17156
2018-02-04T23:47:05+00:00,798ae1a24f,17133
2018-02-03T22:50:56+00:00,8d4ec679e2,17112
2018-02-02T23:52:44+00:00,f2820b4922,17102
2018-02-01T23:55:05+00:00,78fd4eb6fd,17079
2018-01-31T23:59:37+00:00,7f55a2eab0,17016
2018-01-30T23:58:27+00:00,eabf04e508,16998
2018-01-29T23:52:14+00:00,31f81c14f5,16982
2018-01-28T23:58:19+00:00,6a22f568b9,16960
2018-01-27T23:49:10+00:00,fbd47022bf,16942
2018-01-26T23:58:26+00:00,a38a22ca79,16930
2018-01-25T23:38:32+00:00,645aba067e,16908
2018-01-24T23:49:23+00:00,e1e50577b5,16895
2018-01-23T23:38:34+00:00,888fe4f052,16879
2018-01-22T23:50:37+00:00,e311b64114,16865
2018-01-21T23:50:54+00:00,2b7f98bccb,16854
2018-01-20T23:45:15+00:00,6a2f896d14,16831
2018-01-19T23:48:28+00:00,6c7fa4a08e,16812
2018-01-18T23:58:57+00:00,90954929a7,16792
2018-01-17T23:37:56+00:00,09317ae144,16782
2018-01-16T23:55:37+00:00,032632a01e,16762
2018-01-15T23:43:11+00:00,b285480909,16746
2018-01-14T23:21:56+00:00,e02b43f226,16721
2018-01-13T23:56:41+00:00,ad8855cbfc,16689
2018-01-12T23:36:19+00:00,0d9ae94d6f,16672
2018-01-11T23:52:59+00:00,13544fdc4e,16652
2018-01-10T23:32:29+00:00,5a59fef971,16628
2018-01-09T23:30:25+00:00,1e54aa08ca,16612
2018-01-08T23:42:41+00:00,8b386cf60f,16589
2018-01-07T23:55:09+00:00,f75ed95e9e,16569
2018-01-06T23:31:49+00:00,e9357530ea,16548
2018-01-05T23:41:30+00:00,17edb474ac,16537
2018-01-04T23:42:12+00:00,0d13f6d6d8,16526
2018-01-03T23:52:09+00:00,4e84f156b2,16511
2018-01-02T23:49:31+00:00,499d4e9333,16497
2018-01-01T23:17:45+00:00,9d949b40de,16477
